48.8835719,2.2314686
48.8835556,2.2344906
48.8844528,2.2303774
48.8876031,2.2321981
48.8862867,2.2340855
48.8845532,2.2329108
48.8858991,2.2320759
48.8844824,2.2259935
48.8820475,2.2302829
48.886278,2.2287265
48.8920259,2.2325569
48.8900334,2.2284902
48.8912201,2.2350717
48.8920437,2.2324942
48.8897161,2.2256641
48.8881684,2.2324372
48.8896839,2.2324522
48.8905775,2.2271097
48.8956802,2.2296866
48.89573,2.2233675
48.8933609,2.2310061
48.8826967,2.2401366
48.8904131,2.2374167
48.8907954,2.237153
48.8925964,2.2361455
48.8865111,2.2440317
48.8825992,2.2410024
48.8911197,2.2425693
48.8900217,2.2415634
48.8930998,2.2437954
48.8927778,2.2433333
48.8972628,2.2397768
48.8874581,2.2467903
48.8825634,2.2472219
48.8837008,2.2485037
48.8915013,2.2457149
48.8895059,2.2491586
48.8897548,2.2426077
48.8915148,2.241597
48.8865969,2.2517714
48.8864606,2.2516705
48.888698,2.2517972
48.8946774,2.2533654
48.8816539,2.2564978
48.8853225,2.2539487
48.8915713,2.2578221
48.8904562,2.2536431
48.8913443,2.2543774
48.8904043,2.2563325
48.8835482,2.2628819
48.8863114,2.2623229
48.8825845,2.2635153
48.8867551,2.2605517
48.8867474,2.2614399
48.8865344,2.2605892
48.895968,2.2547372
48.8966561,2.2585804
48.882397,2.2342618
48.8836397,2.2312283
48.8845459,2.2297991
48.8926544,2.2330651
48.8920259,2.2325569
48.8920259,2.2325569
48.8919457,2.2308104
48.8968939,2.2346742
48.895774,2.2231625
48.8959325,2.2310222
48.8931342,2.2305627
48.8951517,2.2293886
48.8830089,2.2407255
48.8810496,2.2337757
48.8845728,2.23824
48.8815358,2.2383816
48.8873306,2.2380886
48.8872613,2.238222
48.8928913,2.2383783
48.8925978,2.2361121
48.890078,2.2371343
48.8907162,2.2379876
48.8904402,2.2384059
48.8901019,2.2373325
48.8890961,2.2389978
48.8925491,2.2360895
48.8908924,2.2366767
48.8927042,2.2394592
48.8907012,2.2386019
48.8950957,2.2390057
48.898159,2.238114
48.8972845,2.236166
48.8926126,2.2396137
48.8837011,2.2435805
48.883492,2.2436761
48.8836587,2.2425322
48.8827156,2.2435837
48.88839,2.247282
48.888127,2.247936
48.8851673,2.247748
48.8878968,2.2444387
48.8854892,2.2490865
48.8898742,2.248481
48.8911853,2.2465814
48.8948587,2.2489426
48.8974699,2.2470636
48.894249,2.248085
48.8943251,2.2486904
48.8944491,2.2486943
48.8967883,2.2484694
48.8929542,2.2483704
48.8883132,2.2522704
48.8880473,2.2528727
48.8880121,2.2525688
48.8956542,2.251286
48.894519,2.2532288
48.8934422,2.25324
48.884287,2.260584
48.8845116,2.2585773
48.8873935,2.2577122
48.8957558,2.2591022
48.8971691,2.2566042
48.8861358,2.2610694
48.8873142,2.2604669
48.8923873,2.2626759
48.8876275,2.2615481
48.8954951,2.2616533
48.895706,2.2619049
48.8940809,2.2662541
48.8970257,2.25577
48.88542,2.234539
48.882051,2.2285434
48.8864758,2.229452
48.8919573,2.2308681
48.8886521,2.2322172
48.8883162,2.2278949
48.8963178,2.2261183
48.8932458,2.2254916
48.8945051,2.2305899
48.8842074,2.2382273
48.8814221,2.2352886
48.890733,2.2365781
48.8866074,2.2413697
48.884373,2.246096
48.8939779,2.2478352
48.8886066,2.2522933
48.891038,2.249099
48.893245,2.255339
48.8846215,2.2581157
48.884208,2.259571
48.8966572,2.2575587
48.8837029,2.262573
48.8850214,2.2631519
48.8848508,2.2624919
48.890493,2.2623596
48.887806,2.2612251
48.8899232,2.2620405
48.8866506,2.2619712
48.8970169,2.2566003
48.883017,2.2238369
48.8853176,2.2398475
48.8836329,2.2408846
48.8926115,2.2535059
48.8849503,2.2588159
48.8847044,2.2594151
48.8913511,2.2550182
48.8941478,2.2506978
48.8967364,2.2529186
48.8830556,2.2647222
48.8956796,2.2623187
48.8865274,2.2316219
